No,Id,Provinsi,Kabupaten / Kota,5. Jumlah Pemilih (1+2+3+4+5) (JML),H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,Jumlah Suara Sah Calon Presiden dan Wakil Presiden,Jumlah Tidak Memilih dan Suara Tidak Sah,Jumlah Tidak Memilih dan Suara Tidak Sah (%),Pasangan yang Unggul,Selisih Suara,Selisih Suara (%)
155,3674,Banten,Kota Tangerang Selatan,1017119,336141,359788,695929,321190,31.57840921,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-23647,-3.397904097
157,5101,Bali,Jembrana,224275,53278,104801,158079,66196,29.51555011,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-51523,-32.59319707
158,5102,Bali,Tabanan,356491,82214,210896,293110,63381,17.77913047,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-128682,-43.90228924
159,5103,Bali,Badung,356635,78066,189217,267283,89352,25.05418705,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-111151,-41.58551049
160,5104,Bali,Gianyar,361705,63953,223125,287078,74627,20.63200675,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-159172,-55.44555835
161,5105,Bali,Klungkung,154916,35921,70831,106752,48164,31.09039738,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-34910,-32.70196343
162,5106,Bali,Bangli,181785,37317,102528,139845,41940,23.0712105,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-65211,-46.6309128
163,5107,Bali,Karangasem,382118,80760,159864,240624,141494,37.0288759,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-79104,-32.87452623
164,5108,Bali,Buleleng,543542,102852,232228,335080,208462,38.35251002,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-129376,-38.61048108
165,5171,Bali,Kota Denpasar,430655,79880,241620,321500,109155,25.34627486,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-161740,-50.30793157
167,5201,Nusa Tenggara Barat,Lombok Barat,482654,264566,79129,343695,138959,28.79060362,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,185437,53.95394172
168,5202,Nusa Tenggara Barat,Lombok Tengah,730164,362628,129040,491668,238496,32.66334686,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,233588,47.50929489
169,5203,Nusa Tenggara Barat,Lombok Timur,850363,471546,155595,627141,223222,26.25020138,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,315951,50.37957971
170,5204,Nusa Tenggara Barat,Sumbawa,334355,160055,85539,245594,88761,26.54693365,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,74516,30.34113211
171,5205,Nusa Tenggara Barat,Dompu,160478,85635,36005,121640,38838,24.20144817,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,49630,40.80072345
172,5206,Nusa Tenggara Barat,Bima,358832,168840,67336,236176,122656,34.18201275,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,101504,42.97811801
173,5207,Nusa Tenggara Barat,Sumbawa Barat,92531,43934,22185,66119,26412,28.54394743,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,21749,32.89372193
174,5208,Nusa Tenggara Barat,Lombok Utara,160367,83339,35846,119185,41182,25.67984685,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,47493,39.84813525
175,5271,Nusa Tenggara Barat,Kota Mataram,303562,143741,71647,215388,88174,29.04645509,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,72094,33.4716883
176,5272,Nusa Tenggara Barat,Kota Bima,106253,59894,18916,78810,27443,25.82797662,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,40978,51.9959396
178,5303,Nusa Tenggara Timur,Kupang,204150,79103,71596,150699,53451,26.18221896,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,7507,4.981453095
179,5304,Nusa Tenggara Timur,Timor Tengah Selatan,293625,99317,102401,201718,91907,31.30080885,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3084,-1.528867032
180,5305,Nusa Tenggara Timur,Timor Tengah Utara,159549,44956,63390,108346,51203,32.09233527,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18434,-17.01401067
181,5306,Nusa Tenggara Timur,Belu,254563,66568,82988,149556,105007,41.2499067,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16420,-10.979165
182,5307,Nusa Tenggara Timur,Alor,127070,47494,51958,99452,27618,21.73447706,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-4464,-4.488597514
183,5309,Nusa Tenggara Timur,Flores Timur,158551,27117,86450,113567,44984,28.37194341,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-59333,-52.24493031
184,5310,Nusa Tenggara Timur,Sikka,205026,30377,108911,139288,65738,32.06325051,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-78534,-56.38245936
185,5311,Nusa Tenggara Timur,Ende,172287,37979,93411,131390,40897,23.73771672,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-55432,-42.18890327
186,5312,Nusa Tenggara Timur,Ngada,91010,20343,45560,65903,25107,27.58707834,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-25217,-38.26381197
187,5313,Nusa Tenggara Timur,Manggarai,193282,34028,97352,131380,61902,32.02677952,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-63324,-48.19911707
188,5302,Nusa Tenggara Timur,Sumba Timur,154965,29815,74902,104717,50248,32.42538638,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-45087,-43.0560463
189,5301,Nusa Tenggara Timur,Sumba Barat,74232,13591,32124,45715,28517,38.41604699,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18533,-40.54030406
190,5308,Nusa Tenggara Timur,Lembata,73705,15357,39459,54816,18889,25.62784072,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24102,-43.96891419
191,5314,Nusa Tenggara Timur,Rote Ndao,87266,11862,44482,56344,30922,35.43418972,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-32620,-57.8943632
192,5315,Nusa Tenggara Timur,Manggarai Barat,147173,31080,81816,112896,34277,23.29027743,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-50736,-44.94047619
193,5318,Nusa Tenggara Timur,Nagekeo,86948,8628,56426,65054,21894,25.1805677,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-47798,-73.47434439
194,5316,Nusa Tenggara Timur,Sumba Tengah,42044,7950,21568,29518,12526,29.79259823,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13618,-46.13456196
195,5317,Nusa Tenggara Timur,Sumba Barat Daya,215399,50596,119178,169774,45625,21.18162108,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-68582,-40.39605593
196,5319,Nusa Tenggara Timur,Manggarai Timur,172750,29706,82233,111939,60811,35.20173661,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-52527,-46.92466433
197,5320,Nusa Tenggara Timur,Sabu Raijua,48730,11163,24597,35760,12970,26.61604761,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13434,-37.56711409
198,5371,Nusa Tenggara Timur,Kota Kupang,275107,72361,107274,179635,95472,34.70358806,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-34913,-19.43552203
200,1204,Sumatera Utara,Tapanuli Tengah,223513,37093,95001,132094,91419,40.90097668,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-57908,-43.83847866
201,1205,Sumatera Utara,Tapanuli Utara,213764,11615,120744,132359,81405,38.08171629,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-109129,-82.44924788
202,1203,Sumatera Utara,Tapanuli Selatan,199305,82611,50633,133244,66061,33.14568124,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,31978,23.99957972
203,1201,Sumatera Utara,Nias,90386,6661,55301,61962,28424,31.44734804,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-48640,-78.49972564
204,1213,Sumatera Utara,Langkat,722167,247482,228622,476104,246063,34.0728668,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,18860,3.961319376
205,1211,Sumatera Utara,Karo,280140,25462,143746,169208,110932,39.59877204,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-118284,-69.90449624
206,1212,Sumatera Utara,Deli Serdang,1400885,424682,373760,798442,602443,43.0044579,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,50922,6.377670513
207,1209,Sumatera Utara,Simalungun,644817,144362,276389,420751,224066,34.74877368,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-132027,-31.37889155
208,1208,Sumatera Utara,Asahan,493697,154937,177331,332268,161429,32.69799087,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-22394,-6.73974021
209,1207,Sumatera Utara,Labuhan Batu,304937,106571,91901,198472,106465,34.91376907,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,14670,7.391470837
210,1210,Sumatera Utara,Dairi,206551,22125,109732,131857,74694,36.1624974,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-87607,-66.44091705
211,1206,Sumatera Utara,Toba Samosir,130252,8154,79525,87679,42573,32.68510272,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-71371,-81.40033531
212,1202,Sumatera Utara,Mandailing Natal,309470,150048,47046,197094,112376,36.31240508,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,103002,52.26034278
213,1214,Sumatera Utara,Nias Selatan,258713,26064,171401,197465,61248,23.67410992,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-145337,-73.60139772
214,1216,Sumatera Utara,Pakpak Bharat,30329,6681,12075,18756,11573,38.15819842,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-5394,-28.75879718
215,1215,Sumatera Utara,Humbang Hasundutan,124024,8284,77704,85988,38036,30.66825776,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-69420,-80.73219519
216,1217,Sumatera Utara,Samosir,91458,3346,57030,60376,31082,33.98499858,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-53684,-88.91612561
217,1218,Sumatera Utara,Serdang Bedagai,456399,150267,149761,300028,156371,34.2619068,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,506,0.168650926
218,1219,Sumatera Utara,Batu Bara,295342,81404,93483,174887,120455,40.78492053,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-12079,-6.906745499
219,1220,Sumatera Utara,Padang Lawas Utara,156703,82604,35786,118390,38313,24.44943619,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,46818,39.54556973
220,1221,Sumatera Utara,Padang Lawas,159926,76763,28789,105552,54374,33.99947476,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,47974,45.4505836
221,1222,Sumatera Utara,Labuhan Batu Selatan,194245,66898,73580,140478,53767,27.67999176,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6682,-4.756616694
222,1223,Sumatera Utara,Labuhan Batu Utara,241166,73485,94247,167732,73434,30.44956586,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-20762,-12.37807932
223,1224,Sumatera Utara,Nias Utara,86843,7283,45305,52588,34255,39.44474511,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-38022,-72.30166578
224,1225,Sumatera Utara,Nias Barat,54993,6152,32202,38354,16639,30.25657811,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-26050,-67.91990405
225,1275,Sumatera Utara,Kota Medan,1838080,530243,486395,1016638,821442,44.69022023,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,43848,4.313039646
226,1273,Sumatera Utara,Kota Pematang Siantar,196569,40124,83287,123411,73158,37.21746562,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-43163,-34.97500223
227,1271,Sumatera Utara,Kota Sibolga,63138,14682,22573,37255,25883,40.99432988,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-7891,-21.18104952
228,1272,Sumatera Utara,Kota Tanjung Balai,112703,34519,28611,63130,49573,43.98551946,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,5908,9.358466656
229,1276,Sumatera Utara,Kota Binjai,188704,77888,45463,123351,65353,34.63254621,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,32425,26.28677514
230,1274,Sumatera Utara,Kota Tebing Tinggi,124529,41592,35498,77090,47439,38.09474098,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,6094,7.90504605
231,1277,Sumatera Utara,Kota Padangsidimpuan,148586,71847,23423,95270,53316,35.88225001,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,48424,50.82817256
232,1278,Sumatera Utara,Kota Gunungsitoli,87557,9585,48491,58076,29481,33.67063741,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-38906,-66.99152834
234,6101,Kalimantan Barat,Sambas,415911,112819,155003,267822,148089,35.60593492,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42184,-15.75075983
235,6104,Kalimantan Barat,Pontianak,184771,73495,49847,123342,61429,33.24601804,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,23648,19.17270678
236,6105,Kalimantan Barat,Sanggau,319602,67672,191220,258892,60710,18.99550065,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-123548,-47.72182995
237,6106,Kalimantan Barat,Ketapang,355815,91890,150144,242034,113781,31.97757261,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-58254,-24.0685193
238,6107,Kalimantan Barat,Sintang,293959,70855,170639,241494,52465,17.84772706,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-99784,-41.31945307
239,6108,Kalimantan Barat,Kapuas Hulu,171767,45342,88208,133550,38217,22.24932612,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42866,-32.09734182
240,6102,Kalimantan Barat,Bengkayang,168567,30726,91426,122152,46415,27.53504541,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-60700,-49.69218678
241,6103,Kalimantan Barat,Landak,259339,37623,195610,233233,26106,10.06636102,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-157987,-67.73784156
242,6109,Kalimantan Barat,Sekadau,146526,30996,84313,115309,31217,21.30475138,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-53317,-46.23836821
243,6110,Kalimantan Barat,Melawi,153528,59353,81234,140587,12941,8.42908134,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-21881,-15.56402797
244,6111,Kalimantan Barat,Kayong Utara,75980,26303,20669,46972,29008,38.17846802,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,5634,11.99437963
245,6112,Kalimantan Barat,Kubu Raya,418043,163423,112866,276289,141754,33.90895195,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,50557,18.29859314
246,6171,Kalimantan Barat,Kota Pontianak,429953,182652,126277,308929,121024,28.14819294,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,56375,18.2485296
247,6172,Kalimantan Barat,Kota Singkawang,167091,39205,55590,94795,72296,43.26744109,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16385,-17.28466691
249,6201,Kalimantan Tengah,Kotawaringin Barat,205050,61293,65241,126534,78516,38.2911485,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3948,-3.12011001
250,6202,Kalimantan Tengah,Kotawaringin Timur,347613,79206,127678,206884,140729,40.48438925,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-48472,-23.42955473
251,6203,Kalimantan Tengah,Kapuas,271370,78155,83402,161557,109813,40.46615322,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-5247,-3.247770137
252,6204,Kalimantan Tengah,Barito Selatan,96901,25836,37677,63513,33388,34.45578477,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-11841,-18.64342733
253,6205,Kalimantan Tengah,Barito Utara,111669,22121,40394,62515,49154,44.01758769,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18273,-29.22978485
254,6209,Kalimantan Tengah,Katingan,116385,22595,48245,70840,45545,39.13304979,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-25650,-36.20835686
255,6208,Kalimantan Tengah,Seruyan,127407,28589,51660,80249,47158,37.01366487,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-23071,-28.7492679
256,6206,Kalimantan Tengah,Sukamara,39875,8435,14199,22634,17241,43.23761755,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-5764,-25.46611293
257,6207,Kalimantan Tengah,Lamandau,54103,11739,23889,35628,18475,34.14782914,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-12150,-34.10239138
258,6211,Kalimantan Tengah,Gunung Mas,87581,11787,41452,53239,34342,39.21170117,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-29665,-55.72043051
259,6210,Kalimantan Tengah,Pulang Pisau,97154,23195,36991,60186,36968,38.05092945,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13796,-22.92227428
260,6213,Kalimantan Tengah,Murung Raya,81054,20732,25468,46200,34854,43.00096232,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-4736,-10.25108225
261,6212,Kalimantan Tengah,Barito Timur,78999,19907,36052,55959,23040,29.16492614,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16145,-28.85148055
262,6271,Kalimantan Tengah,Kota Palangka Raya,165749,54687,63851,118538,47211,28.48342976,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-9164,-7.730854241
264,6301,Kalimantan Selatan,Tanah Laut,238552,72095,81892,153987,84565,35.44929407,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-9797,-6.362225383
265,6302,Kalimantan Selatan,Kotabaru,234965,57932,88379,146311,88654,37.73072585,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-30447,-20.8097819
266,6303,Kalimantan Selatan,Banjar,400480,131493,125116,256609,143871,35.92464043,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,6377,2.485103796
267,6304,Kalimantan Selatan,Barito Kuala,217119,70890,71968,142858,74261,34.20290256,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-1078,-0.754595472
268,6305,Kalimantan Selatan,Tapin,133111,58181,37740,95921,37190,27.93908843,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,20441,21.31024489
269,6306,Kalimantan Selatan,Hulu Sungai Selatan,168383,53777,52765,106542,61841,36.72639162,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,1012,0.949860149
270,6307,Kalimantan Selatan,Hulu Sungai Tengah,188725,79784,52007,131791,56934,30.16770433,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,27777,21.07655303
271,6308,Kalimantan Selatan,Hulu Sungai Utara,162542,60178,43068,103246,59296,36.48041737,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,17110,16.57207059
272,6309,Kalimantan Selatan,Tabalong,174118,68841,50403,119244,54874,31.51540909,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,18438,15.4624132
273,6310,Kalimantan Selatan,Tanah Bumbu,224040,51812,93242,145054,78986,35.25531155,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-41430,-28.56177699
274,6311,Kalimantan Selatan,Balangan,90145,29306,32915,62221,27924,30.97675966,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3609,-5.800292506
275,6371,Kalimantan Selatan,Kota Banjarmasin,500059,153822,157062,310884,189175,37.830536,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3240,-1.04218937
276,6372,Kalimantan Selatan,Kota Banjar Baru,155888,53698,53191,106889,48999,31.43218208,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,507,0.474323831
278,6401,Kalimantan Timur,Paser,185577,50382,65438,115820,69757,37.58924867,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-15056,-12.99948195
279,6403,Kalimantan Timur,Kutai Kartanegara,528272,117811,207503,325314,202958,38.41922343,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-89692,-27.57090073
280,6405,Kalimantan Timur,Berau,162656,29777,66443,96220,66436,40.84448161,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-36666,-38.10642278
281,6407,Kalimantan Timur,Bulungan,88241,17884,36410,54294,33947,38.47077889,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18526,-34.12163407
282,6408,Kalimantan Timur,Nunukan,137926,16802,60395,77197,60729,44.0301321,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-43593,-56.469811
283,6406,Kalimantan Timur,Malinau,53151,7966,26753,34719,18432,34.67855732,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18787,-54.11158155
284,6402,Kalimantan Timur,Kutai Barat,144930,21161,75625,96786,48144,33.21879528,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-54464,-56.27260141
285,6404,Kalimantan Timur,Kutai Timur,287938,46159,100346,146505,141433,49.11925484,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-54187,-36.98645097
286,6409,Kalimantan Timur,Penajam Paser Utara,120468,31374,42383,73757,46711,38.77461235,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-11009,-14.92604092
287,6410,Kalimantan Timur,Tana Tidung,17489,2807,6113,8920,8569,48.99651209,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3306,-37.06278027
288,6471,Kalimantan Timur,Kota Balikpapan,440220,123073,177102,300175,140045,31.81250284,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-54029,-17.99916715
289,6472,Kalimantan Timur,Kota Samarinda,584940,155316,216320,371636,213304,36.46596232,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-61004,-16.41498671
290,6473,Kalimantan Timur,Kota Tarakan,147082,36465,57213,93678,53404,36.3089977,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-20748,-22.14820983
291,6474,Kalimantan Timur,Kota Bontang,124515,30757,52112,82869,41646,33.4465727,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-21355,-25.76958815
293,7101,Sulawesi Utara,Bolaang Mongondow,170527,73276,44370,117646,52881,31.01033854,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,28906,24.57032113
294,7102,Sulawesi Utara,Minahasa,274040,85418,113149,198567,75473,27.54086995,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-27731,-13.96556326
295,7103,Sulawesi Utara,Kepulauan Sangihe,108677,28218,46905,75123,33554,30.87497815,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-18687,-24.87520466
296,7104,Sulawesi Utara,Kepulauan Talaud,70069,11232,39962,51194,18875,26.93773281,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-28730,-56.1198578
297,7105,Sulawesi Utara,Minahasa Selatan,169902,53606,67508,121114,48788,28.7153771,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13902,-11.4784418
298,7106,Sulawesi Utara,Minahasa Utara,159551,55360,60620,115980,43571,27.3085095,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-5260,-4.535264701
299,7109,Sulawesi Utara,Minahasa Tenggara,81859,32870,31437,64307,17552,21.44174739,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,1433,2.228373272
300,7107,Sulawesi Utara,Bolaang Mongondow Utara,56014,22172,18012,40184,15830,28.26079194,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,4160,10.35237906
301,7108,Sulawesi Utara,Kep. Siau Tagulandang Biaro,54988,12814,29077,41891,13097,23.81792391,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-16263,-38.82218138
302,7111,Sulawesi Utara,Bolaang Mongondow Timur,53435,22923,13864,36787,16648,31.15560962,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,9059,24.62554707
303,7110,Sulawesi Utara,Bolaang Mongondow Selatan,43595,19624,14495,34119,9476,21.73643766,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,5129,15.03267974
304,7171,Sulawesi Utara,Kota Manado,372543,94408,134572,228980,143563,38.53595424,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-40164,-17.54039654
305,7172,Sulawesi Utara,Kota Bitung,155986,41634,60822,102456,53530,34.31718231,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-19188,-18.72803935
306,7173,Sulawesi Utara,Kota Tomohon,72342,26137,31401,57538,14804,20.46390755,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-5264,-9.148736487
307,7174,Sulawesi Utara,Kota Kotamobagu,90826,40403,18359,58762,32064,35.30266664,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,22044,37.51403969
309,7202,Sulawesi Tengah,Banggai,257573,74882,103276,178158,79415,30.83203597,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-28394,-15.93753859
310,7204,Sulawesi Tengah,Poso,151722,53151,63963,117114,34608,22.8101396,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-10812,-9.232030329
311,7205,Sulawesi Tengah,Donggala,198081,59129,79621,138750,59331,29.95289806,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-20492,-14.76900901
312,7206,Sulawesi Tengah,Tolitoli,163583,35776,68959,104735,58848,35.97439832,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-33183,-31.68281854
313,7207,Sulawesi Tengah,Buol,94929,32202,35339,67541,27388,28.85103604,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-3137,-4.644586251
314,7203,Sulawesi Tengah,Morowali,159264,41610,73276,114886,44378,27.86442636,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-31666,-27.56297547
315,7201,Sulawesi Tengah,Banggai Kepulauan,122186,40463,54019,94482,27704,22.67362873,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13556,-14.34770644
316,7208,Sulawesi Tengah,Parigi Moutong,301622,93518,118330,211848,89774,29.76374402,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24812,-11.71217099
317,7209,Sulawesi Tengah,Tojo Unauna,101166,36729,38044,74773,26393,26.08880454,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-1315,-1.758656199
318,7210,Sulawesi Tengah,Sigi,170885,73805,50563,124368,46517,27.22123065,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,23242,18.68808697
319,7271,Sulawesi Tengah,Kota Palu,264124,90744,81761,172505,91619,34.68787388,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,8983,5.207385293
321,7301,Sulawesi Selatan,Kepulauan Selayar,92390,27340,37543,64883,27507,29.77270267,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-10203,-15.72522849
322,7302,Sulawesi Selatan,Bulukumba,337458,52970,147572,200542,136916,40.57275276,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-94602,-47.17316073
323,7303,Sulawesi Selatan,Bantaeng,135437,36403,49655,86058,49379,36.45901785,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13252,-15.39891701
324,7304,Sulawesi Selatan,Jeneponto,294598,85822,85031,170853,123745,42.00469793,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,791,0.462971092
