nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
Sulawesi Tenggara,7403,Konawe,"-3.85577,122.067",2012,67.82,94.677421,8.5645732,616.75532,70.950848
Sulawesi Tenggara,7404,Kolaka,"-3.67976,121.431",2012,67.64,93.299829,8.0865687,640.21609,71.997871
Sulawesi Tenggara,7405,Konawe Selatan,"-4.2602,122.397",2012,67.94,94.127133,7.6631583,616.96899,70.243973
Sulawesi Tenggara,7406,Bombana,"-4.62735,121.813",2012,68.12,89.52506,7.2803223,610.11722,68.509901
Sulawesi Tenggara,7407,Wakatobi,"-5.32294,123.582",2012,68.3,91.351793,7.7560716,602.46041,68.778429
Sulawesi Tenggara,7408,Kolaka Utara,"-3.25263,121.129",2012,65.83,93.607619,7.6502507,628.92591,69.867809
Sulawesi Tenggara,7409,Buton Utara,"-4.74096,122.975",2012,68.92,88.344276,8.0517611,610.76134,69.313003
Sulawesi Tenggara,7410,Konawe Utara,"-3.28607,121.915",2012,67.63,93.84233,7.9670756,611.90566,69.843546
Sulawesi Tenggara,7471,Kota Kendari,"-4.0035,122.553",2012,69.24,98.681142,11.39245,639.95365,76.511192
Sulawesi Tenggara,7472,Kota Baubau,"-5.4266,122.682",2012,70.99,95.64626,9.8898364,625.46412,74.579789
Gorontalo,7501,Boalemo,"0.692982,122.33",2012,68.57,95.768412,6.5741494,608.39653,69.491673
Gorontalo,7502,Gorontalo,"0.740238,122.558",2012,69.55,95.004601,6.8911422,621.59299,71.117742
Gorontalo,7503,Pohuwato,"0.70044,121.652",2012,68.09,97.084069,6.7187676,623.19856,70.764731
Gorontalo,7504,Bone Bolango,"0.559517,123.303",2012,69.25,97.469434,7.8473796,627.3678,72.651987
Gorontalo,7505,Gorontalo Utara,"0.892006,122.625",2012,67.37,94.889846,6.5021632,626.07608,69.938339
Gorontalo,7571,Kota Gorontalo,"0.531953,123.088",2012,67.16,99.466425,10.284285,632.99901,74.17355
Sulawesi Barat,7601,Majene,"-3.21487,118.87",2012,66.02,94.769989,8.5015592,649.05702,72.413009
Sulawesi Barat,7602,Polewali Mandar,"-3.30966,119.195",2012,65.53,86.000971,7.0736552,640.07322,68.442369
Sulawesi Barat,7603,Mamasa,"-3.10129,119.265",2012,71.44,88.069492,7.1869301,637.46204,72.068136
Sulawesi Barat,7604,Mamuju,"-2.35397,119.332",2012,69.02,89.971892,7.4695265,629.75713,70.762252
Sulawesi Barat,7605,Mamuju Utara,"-1.34188,119.377",2012,67.62,95.600723,7.2638972,625.9062,70.786362
Maluku,8101,Maluku Tenggara Barat,"-7.56859,131.413",2012,64.56,99.750013,8.9802435,603.70911,69.569906
Maluku,8102,Maluku Tenggara,"-5.63475,133.02",2012,68.39,99.581843,8.9051302,625.3583,73.272356
Maluku,8103,Maluku Tengah,"-3.32153,129.356",2012,66.03,99.113283,8.8753472,621.67553,71.551367
Maluku,8104,Buru,"-3.34065,126.639",2012,68.94,92.854772,7.9215301,614.75754,70.537815
Maluku,8105,Kepulauan Aru,"-6.55316,134.291",2012,68.15,99.06716,8.0153324,606.50839,70.913491
Maluku,8106,Seram Bagian Barat,"-3.16,128.29",2012,66.79,98.301509,8.5674793,606.55085,70.400058
Maluku,8107,Seram Bagian Timur,"-3.42318,130.347",2012,66.28,98.17049,7.9344245,597.25286,68.902437
Maluku,8108,Maluku Barat Daya,"-7.7893,126.313",2012,64.56,98.248918,8.0908601,588.21941,67.384322
Maluku,8109,Buru Selatan,"-3.52835,126.615",2012,67.82,89.793881,7.3142944,630.14241,69.970719
Maluku,8171,Kota Ambon,"-3.67265,128.234",2012,73.31,99.624661,11.366581,645.72883,79.407686
Maluku,8172,Kota Tual,"-5.6088,132.783",2012,69.38,99.714691,9.9345165,664.39444,77.621422
Maluku Utara,8201,Halmahera Barat,"1.51616,127.624",2012,64.83,95.827659,7.8746672,598.77869,67.649526
Maluku Utara,8202,Halmahera Tengah,"0.406088,128.463",2012,67.38,96.826113,8.2538455,604.8044,70.033117
Maluku Utara,8203,Kepulauan Sula,"-1.83272,124.834",2012,65.71,97.45827,8.0173986,601.63972,68.826891
Maluku Utara,8204,Halmahera Selatan,"-1.54092,127.787",2012,65.9,96.089168,7.6899641,607.9825,68.874254
Maluku Utara,8205,Halmahera Utara,"1.5173,127.793",2012,66.51,97.712632,8.2799106,605.75891,69.839623
Maluku Utara,8206,Halmahera Timur,"1.02798,128.238",2012,65.98,95.794256,7.8427595,604.66056,68.710449
Maluku Utara,8207,Pulau Morotai,"2.31688,128.449",2012,65.87,94.081138,6.9610823,584.69948,66.077906
Maluku Utara,8271,Kota Ternate,"0.809597,127.339",2012,71.26,99.162528,10.928239,642.87568,77.621619
Maluku Utara,8272,Kota Tidore Kepulauan,"0.406088,127.662",2012,65.44,97.722009,9.0142096,614.31595,70.450354
Papua Barat,9101,Fak-Fak,"-3.31843,132.872",2012,71.24,98.472931,9.4896373,594.22942,72.644309
Papua Barat,9102,Kaimana,"-3.5477,134.443",2012,70.11,96.985474,7.9470467,603.01339,71.219973
Papua Barat,9103,Teluk Wondama,"-2.58788,134.557",2012,68.01,85.117557,7.1395029,602.7631,66.798531
Papua Barat,9104,Teluk Bintuni,"-2.0977,133.322",2012,68.88,87.384014,7.0170788,601.27705,67.580363
Papua Barat,9105,Manokwari,"-1.80035,133.968",2012,68.58,89.026506,8.5332708,590.54191,68.074849
Papua Barat,9106,Sorong Selatan,"-1.66473,132.197",2012,66.99,88.450553,8.0946605,591.78804,66.834622
Papua Barat,9107,Sorong,"-0.946039,131.859",2012,68.59,91.840065,8.1115251,601.41155,69.230547
Papua Barat,9108,Raja Ampat,"-0.229671,131.037",2012,66.82,94.33567,7.5326171,563.96021,65.488017
Papua Barat,9109,Tambrauw,"-0.719501,132.355",2012,66.48,77.384144,5.7992052,446.24649,51.180377
Papua Barat,9110,Maybrat,"-1.43974,132.338",2012,66.92,91.217642,8.6385184,584.53845,67.255049
Papua Barat,9171,Kota Sorong,"-0.927203,131.366",2012,72.520435,99.688319,10.988632,641.28462,78.360876
Papua,9401,Merauke,"-7.9868,139.839",2012,63,88.220147,9.4636075,604.01395,66.522577
Papua,9402,Jayawijaya,"-3.95492,139.031",2012,66.84,52.774907,5.3107041,597.79705,57.224065
Papua,9403,Jayapura,"-3.0866,140.033",2012,67.74,96.901151,9.56435,629.03828,73.087323
Papua,9404,Nabire,"-3.46936,135.302",2012,68.05,83.667943,7.2905458,621.16705,68.028195
Papua,9408,Kepulauan Yapen Waropen,"-1.75587,136.161",2012,68.876874,90.871664,6.7364341,638.05214,70.978637
Papua,9409,Biak Numfor,"-0.912187,135.872",2012,67.01,98.676399,9.6354823,597.19163,70.675743
Papua,9410,Paniai,"-3.78484,136.459",2012,68.3,62.947187,6.2190189,592.21821,60.538758
Papua,9411,Puncak Jaya,"-3.39141,138.025",2012,67.707926,86.823172,6.1238361,630.17414,68.368923
Papua,9412,Mimika,"-4.45002,136.341",2012,70.87,88.203157,6.9309713,617.07,70.020732
Papua,9413,Boven Digoel,"-6.18709,140.378",2012,67.14942,35.254719,3.6461171,586.86054,51.4271
Papua,9414,Mappi,"-6.31382,139.264",2012,66.300337,33.467875,4.3553025,592.61737,51.527093
Papua,9415,Asmat,"-5.44092,138.728",2012,67.342499,31.152999,4.4209839,599.78408,52.192375
Papua,9416,Yahukimo,"-4.44653,139.463",2012,67.38,32.769414,2.9217534,590.32635,50.733322
Papua,9417,Pegunungan Bintang,"-4.54753,140.526",2012,66.24,32.497342,2.5940522,590.77622,49.831441
Papua,9418,Tolikara,"-3.53772,138.863",2012,66.24,33.449882,3.3768103,617.18584,52.657326
Papua,9419,Sarmi,"-2.58306,139.134",2012,66.58,87.6754,7.0036483,619.09714,67.730108
Papua,9420,Keerom,"-3.24333,140.545",2012,67.51,92.387386,7.4256748,623.51285,69.946647
Papua,9426,Waropen,"-2.68118,136.578",2012,66.033725,78.268184,6.5451053,609.31129,64.242644
Papua,9427,Supiori,"-0.75568,135.558",2012,66.49,96.688033,8.0998108,602.17177,69.191091
Papua,9428,Mamberamo Raya,"-2.39784,137.878",2012,66.34,65.364258,5.1994721,604.49034,60.177124
Papua,9429,Nduga,"-4.34969,138.305",2012,66.02,30.544089,2.809531,582.50565,48.797677
Papua,9430,Lanny Jaya,"-3.85485,138.37",2012,66.7,36.91826,3.7495845,573.53107,50.596943
Papua,9431,Mamberamo Tengah,"-3.61216,139.172",2012,66.62,34.526091,2.930571,577.57711,49.725903
Papua,9432,Yalimo,"-3.79591,139.555",2012,66.77,33.518695,2.8103932,575.10129,49.305633
Papua,9433,Puncak,"-3.5955,137.472",2012,67.84,32.14969,2.8508291,576.99388,49.771597
Papua,9434,Dogiyai,"-3.72869,135.997",2012,67.44,34.646301,4.1594347,577.16993,51.087076
Papua,9435,Intan Jaya,"-4.07561,136.341",2012,66.869487,28.078924,2.2961423,593.302,49.173178
Papua,9436,Deiyai,"-3.59701,136.599",2012,66.642411,31.018013,2.9605078,588.1857,49.798159
Papua,9471,Kota Jayapura,"-2.6529,140.772",2012,68.77,99.843473,11.062915,644.80249,76.637793
